Waktu,Ping(ms),Download(Mbps),Upload(Mbps),PacketLoss(%),Jitter(ms),Status
2026-05-20 19:04:01,93.06,0.3,2.42,1.04,30.99,Tidak Stabil
2026-05-20 19:09:01,148.11,13.51,5.05,7.11,53.24,Tidak Stabil
2026-05-20 19:14:01,107.09,1.45,3.55,2.14,35.67,Tidak Stabil
2026-05-20 19:19:01,92.51,8.3,4.52,9.87,26.8,Tidak Stabil
2026-05-20 19:24:01,90.95,16.84,7.85,8.08,30.26,Tidak Stabil
2026-05-20 19:29:01,82.57,3.36,1.99,0.27,26.53,Tidak Stabil
2026-05-20 19:34:01,139.67,0.98,0.1,2.0,88.33,Tidak Stabil
2026-05-20 19:39:01,110.0,5.25,2.8,8.22,82.76,Tidak Stabil
2026-05-20 19:44:01,169.61,25.11,16.66,3.45,40.64,Tidak Stabil
2026-05-20 19:49:01,46.37,32.05,14.11,0.0,7.97,Stabil
2026-05-20 19:54:01,23.02,30.56,17.42,0.0,12.49,Stabil
2026-05-20 19:59:01,35.49,28.22,23.56,0.2,2.96,Stabil
2026-05-20 20:04:01,27.5,33.69,10.97,0.0,16.43,Stabil
2026-05-20 20:09:01,51.47,17.02,18.87,0.0,20.82,Stabil
2026-05-20 20:14:01,54.76,35.87,9.66,0.0,3.25,Stabil
2026-05-20 20:19:01,38.8,31.43,19.07,0.0,6.75,Stabil
2026-05-20 20:24:01,28.22,23.17,27.17,0.0,10.8,Stabil
2026-05-20 20:29:01,50.58,18.43,10.23,0.0,1.0,Stabil
2026-05-20 20:34:01,26.76,40.09,19.59,0.0,11.3,Stabil
2026-05-20 20:39:01,7.14,28.85,13.22,0.0,13.41,Stabil
2026-05-20 20:44:01,22.95,33.02,19.3,0.0,8.58,Stabil
2026-05-20 20:49:01,37.58,41.32,30.57,0.0,2.49,Stabil
2026-05-20 20:54:01,36.61,30.66,19.96,0.0,11.92,Stabil
2026-05-20 20:59:01,19.66,29.98,28.62,0.0,10.32,Stabil
2026-05-20 21:04:01,21.4,31.49,22.0,0.2,13.65,Stabil
2026-05-20 21:09:01,30.81,37.41,12.7,0.0,10.59,Stabil
2026-05-20 21:14:01,19.4,23.1,21.57,0.0,4.45,Stabil
2026-05-20 21:19:01,40.26,22.27,23.97,0.0,1.0,Stabil
2026-05-20 21:24:01,55.3,10.16,16.42,0.0,11.63,Stabil
2026-05-20 21:29:01,9.52,23.14,23.87,0.0,6.17,Stabil
2026-05-20 21:34:01,187.6,2.24,7.33,10.3,76.5,Tidak Stabil
2026-05-20 21:39:01,145.8,22.63,10.77,2.45,61.21,Tidak Stabil
2026-05-20 21:44:01,72.72,17.14,10.84,10.55,57.78,Tidak Stabil
2026-05-20 21:49:01,125.11,10.69,6.97,6.93,35.65,Tidak Stabil
2026-05-20 21:54:01,233.43,17.33,6.22,1.86,64.24,Tidak Stabil
2026-05-20 21:59:01,64.73,6.93,1.48,6.3,49.42,Tidak Stabil
2026-05-20 22:04:01,164.41,4.41,2.92,9.28,62.86,Tidak Stabil
2026-05-20 22:09:01,238.46,6.71,2.42,7.37,61.83,Tidak Stabil
2026-05-20 22:14:01,168.49,5.35,1.5,12.32,122.34,Tidak Stabil
2026-05-20 22:19:01,75.06,1.52,1.36,3.44,29.18,Tidak Stabil
2026-05-20 22:24:01,145.37,17.3,4.29,2.0,41.66,Tidak Stabil
2026-05-20 22:29:01,128.89,3.14,1.17,8.21,124.91,Tidak Stabil
2026-05-20 22:34:01,181.81,6.86,1.95,9.9,108.71,Tidak Stabil
2026-05-20 22:39:01,297.7,5.22,0.1,11.33,37.24,Tidak Stabil
2026-05-20 22:44:01,105.82,2.35,1.43,1.98,28.41,Tidak Stabil
2026-05-20 22:49:01,65.01,4.48,0.83,1.03,39.86,Tidak Stabil
2026-05-20 22:54:01,70.14,11.21,1.08,6.38,49.18,Tidak Stabil
2026-05-20 22:59:01,139.42,17.09,9.28,2.07,30.0,Tidak Stabil
2026-05-20 23:04:01,67.24,5.08,8.83,3.78,48.29,Tidak Stabil
2026-05-20 23:09:01,225.12,24.9,2.71,2.17,44.28,Tidak Stabil
2026-05-20 23:14:01,37.08,36.43,30.78,0.0,12.01,Stabil
2026-05-20 23:19:01,44.74,27.69,25.51,0.0,5.57,Stabil
2026-05-20 23:24:01,10.7,32.1,19.48,0.0,11.69,Stabil
2026-05-20 23:29:01,41.25,19.4,9.79,0.0,9.92,Stabil
2026-05-20 23:34:01,29.74,29.89,24.91,0.0,12.26,Stabil
2026-05-20 23:39:01,28.54,28.56,24.61,0.2,12.4,Stabil
2026-05-20 23:44:01,45.74,23.97,19.8,0.0,2.86,Stabil
2026-05-20 23:49:01,42.93,15.85,17.91,0.5,10.16,Stabil
2026-05-20 23:54:01,35.95,29.94,14.44,0.0,13.51,Stabil
2026-05-20 23:59:01,23.54,27.82,12.76,0.0,7.75,Stabil
2026-05-21 00:04:01,20.48,31.79,14.38,0.0,4.65,Stabil
2026-05-21 00:09:01,44.87,25.12,5.0,0.0,13.12,Stabil
2026-05-21 00:14:01,64.09,34.32,16.2,0.0,17.61,Stabil
2026-05-21 00:19:01,32.2,29.19,16.09,0.0,7.43,Stabil
2026-05-21 00:24:01,19.37,17.43,23.92,0.2,5.59,Stabil
2026-05-21 00:29:01,49.78,18.23,15.05,0.5,14.81,Stabil
2026-05-21 00:34:01,35.63,35.26,15.68,0.0,16.25,Stabil
2026-05-21 00:39:01,25.66,31.13,19.48,0.0,15.55,Stabil
2026-05-21 00:44:01,33.43,23.89,26.06,0.0,6.66,Stabil
2026-05-21 00:49:01,21.28,10.0,15.57,0.0,1.0,Stabil
2026-05-21 00:54:01,42.91,32.22,14.17,0.0,21.12,Stabil
2026-05-21 00:59:01,36.35,30.11,21.12,0.0,12.47,Stabil
2026-05-21 01:04:01,34.57,13.01,31.18,0.0,4.08,Stabil
2026-05-21 01:09:01,45.35,21.72,8.61,0.0,7.5,Stabil
2026-05-21 01:14:01,8.59,25.72,15.16,0.0,17.91,Stabil
2026-05-21 01:19:01,40.63,23.92,10.95,0.0,12.27,Stabil
2026-05-21 01:24:01,43.27,26.58,14.57,0.5,12.89,Stabil
2026-05-21 01:29:01,5.0,37.1,7.72,0.5,9.25,Stabil
2026-05-21 01:34:01,5.0,24.48,28.74,0.0,11.78,Stabil
2026-05-21 01:39:01,35.23,17.28,18.58,0.0,13.29,Stabil
2026-05-21 01:44:01,31.57,31.4,28.06,0.0,19.14,Stabil
2026-05-21 01:49:01,40.16,42.28,12.86,0.0,13.66,Stabil
2026-05-21 01:54:01,27.34,28.7,23.46,0.0,11.02,Stabil
2026-05-21 01:59:01,41.46,41.96,8.85,0.0,15.01,Stabil
2026-05-21 02:04:01,33.65,24.78,14.96,0.0,6.51,Stabil
2026-05-21 02:09:01,17.92,28.71,15.68,0.0,11.0,Stabil
2026-05-21 02:14:01,22.32,23.63,16.9,0.0,11.31,Stabil
2026-05-21 02:19:01,5.0,37.71,22.71,0.0,4.11,Stabil
2026-05-21 02:24:01,18.56,21.58,27.93,0.0,1.0,Stabil
2026-05-21 02:29:01,29.55,26.91,25.69,0.0,12.61,Stabil
2026-05-21 02:34:01,41.06,42.39,12.88,0.0,6.97,Stabil
2026-05-21 02:39:01,35.59,28.67,15.91,0.0,12.32,Stabil
2026-05-21 02:44:01,39.26,31.41,13.89,0.0,11.56,Stabil
2026-05-21 02:49:01,23.05,30.78,32.59,0.2,11.35,Stabil
2026-05-21 02:54:01,35.17,19.79,18.15,0.0,11.87,Stabil
2026-05-21 02:59:01,16.65,25.5,29.47,0.0,5.83,Stabil
2026-05-21 03:04:01,34.06,36.33,21.92,0.5,10.54,Stabil
2026-05-21 03:09:01,17.35,34.24,18.75,0.0,8.99,Stabil
2026-05-21 03:14:01,18.09,38.45,24.05,0.1,12.02,Stabil
2026-05-21 03:19:01,48.5,25.78,18.91,0.0,2.68,Stabil
2026-05-21 03:24:01,38.65,26.66,24.68,0.0,3.4,Stabil
2026-05-21 03:29:01,51.81,22.05,10.72,0.0,2.39,Stabil
2026-05-21 03:34:01,42.99,23.62,28.74,0.0,10.49,Stabil
2026-05-21 03:39:01,37.54,18.72,16.84,0.0,6.03,Stabil
2026-05-21 03:44:01,33.9,20.18,24.17,0.0,9.81,Stabil
2026-05-21 03:49:01,48.91,35.83,12.06,0.1,6.41,Stabil
2026-05-21 03:54:01,44.9,20.91,17.87,0.0,12.77,Stabil
2026-05-21 03:59:01,44.7,38.55,11.63,0.0,10.43,Stabil
2026-05-21 04:04:01,46.14,40.23,24.71,0.0,11.59,Stabil
2026-05-21 04:09:01,50.5,29.36,23.04,0.0,11.28,Stabil
2026-05-21 04:14:01,43.76,26.98,13.43,0.0,15.86,Stabil
2026-05-21 04:19:01,42.47,27.6,21.05,0.0,11.23,Stabil
2026-05-21 04:24:01,43.38,32.73,9.55,0.5,9.11,Stabil
2026-05-21 04:29:01,38.47,25.81,16.06,0.0,18.61,Stabil
2026-05-21 04:34:01,57.29,31.61,16.66,0.2,3.9,Stabil
2026-05-21 04:39:01,5.0,36.11,25.56,0.0,1.06,Stabil
2026-05-21 04:44:01,19.87,26.03,8.64,0.0,14.16,Stabil
2026-05-21 04:49:01,45.83,38.58,14.24,0.0,17.25,Stabil
2026-05-21 04:54:01,33.3,24.39,31.56,0.0,10.71,Stabil
2026-05-21 04:59:01,48.0,32.89,28.29,0.0,15.19,Stabil
2026-05-21 05:04:01,5.12,25.7,26.3,0.5,14.64,Stabil
2026-05-21 05:09:01,22.02,24.33,5.0,0.0,7.16,Stabil
2026-05-21 05:14:01,30.69,49.32,29.25,0.0,18.47,Stabil
2026-05-21 05:19:01,237.12,4.29,2.37,3.03,87.4,Tidak Stabil
2026-05-21 05:24:01,145.98,4.59,3.19,1.99,59.65,Tidak Stabil
2026-05-21 05:29:01,136.98,13.85,7.47,1.12,67.57,Tidak Stabil
2026-05-21 05:34:01,95.72,4.92,1.12,0.38,32.96,Tidak Stabil
2026-05-21 05:39:01,141.38,2.0,4.08,9.13,25.99,Tidak Stabil
2026-05-21 05:44:01,238.4,2.29,1.26,4.57,75.39,Tidak Stabil
2026-05-21 05:49:01,177.22,13.35,13.05,0.32,30.0,Tidak Stabil
2026-05-21 05:54:01,231.14,3.23,2.81,17.3,50.7,Tidak Stabil
2026-05-21 05:59:01,78.88,17.17,6.55,16.21,20.0,Tidak Stabil
2026-05-21 06:04:01,77.37,6.0,2.46,0.82,58.7,Tidak Stabil
2026-05-21 06:09:01,176.87,6.21,11.52,8.17,33.22,Tidak Stabil
2026-05-21 06:14:01,133.24,14.81,19.72,2.14,47.26,Tidak Stabil
2026-05-21 06:19:01,129.49,7.42,1.61,6.79,104.81,Tidak Stabil
2026-05-21 06:24:01,213.41,4.99,3.06,10.93,82.34,Tidak Stabil
2026-05-21 06:29:01,182.38,0.2,2.03,2.0,48.37,Tidak Stabil
2026-05-21 06:34:01,54.87,2.3,2.26,0.24,35.27,Tidak Stabil
2026-05-21 06:39:01,119.32,4.07,1.47,1.15,37.85,Tidak Stabil
2026-05-21 06:44:01,137.95,4.41,3.95,0.54,57.63,Tidak Stabil
2026-05-21 06:49:01,80.85,23.51,6.48,4.09,40.13,Tidak Stabil
2026-05-21 06:54:01,39.93,3.69,0.68,0.93,18.0,Tidak Stabil
2026-05-21 06:59:01,102.4,4.61,3.02,0.85,32.97,Tidak Stabil
2026-05-21 07:04:01,110.0,3.29,2.84,9.44,47.6,Tidak Stabil
2026-05-21 07:09:01,30.0,3.91,2.3,0.55,26.32,Tidak Stabil
2026-05-21 07:14:01,121.0,10.68,5.02,2.16,82.91,Tidak Stabil
2026-05-21 07:19:01,41.11,2.56,1.99,0.0,23.87,Tidak Stabil
2026-05-21 07:24:01,40.0,27.54,3.77,5.76,54.79,Tidak Stabil
2026-05-21 07:29:01,209.08,6.12,0.7,8.62,69.34,Tidak Stabil
2026-05-21 07:34:01,107.87,4.18,2.22,0.0,31.85,Tidak Stabil
2026-05-21 07:39:01,56.17,4.19,0.81,0.71,42.4,Tidak Stabil
2026-05-21 07:44:01,210.7,3.5,3.42,10.78,89.79,Tidak Stabil
2026-05-21 07:49:01,145.93,7.85,3.37,5.91,123.79,Tidak Stabil
2026-05-21 07:54:01,186.41,19.09,3.21,2.13,91.57,Tidak Stabil
2026-05-21 07:59:01,227.16,1.43,1.73,8.29,105.9,Tidak Stabil
2026-05-21 08:04:01,40.74,15.7,12.4,2.0,61.87,Tidak Stabil
2026-05-21 08:09:01,82.89,4.15,2.15,1.7,47.14,Tidak Stabil
2026-05-21 08:14:01,140.55,3.34,1.99,12.92,99.53,Tidak Stabil
2026-05-21 08:19:01,153.83,5.15,1.41,11.59,64.92,Tidak Stabil
2026-05-21 08:24:01,64.2,6.09,2.78,0.8,21.83,Tidak Stabil
2026-05-21 08:29:01,187.11,12.24,2.76,5.52,75.31,Tidak Stabil
2026-05-21 08:34:01,104.24,3.37,11.18,12.66,81.15,Tidak Stabil
2026-05-21 08:39:01,155.39,9.61,8.6,11.3,36.74,Tidak Stabil
2026-05-21 08:44:01,173.75,6.27,0.7,2.0,47.41,Tidak Stabil
2026-05-21 08:49:01,196.82,14.7,3.44,2.84,40.93,Tidak Stabil
2026-05-21 08:54:01,170.56,18.8,8.26,0.76,71.23,Tidak Stabil
2026-05-21 08:59:01,110.0,4.33,2.32,6.44,144.88,Tidak Stabil
2026-05-21 09:04:01,87.59,12.32,6.91,9.5,54.4,Tidak Stabil
2026-05-21 09:09:01,170.65,0.2,0.1,5.58,68.15,Tidak Stabil
2026-05-21 09:14:01,40.0,20.68,6.92,3.23,61.57,Tidak Stabil
2026-05-21 09:19:01,150.63,16.44,10.21,0.08,59.05,Tidak Stabil
2026-05-21 09:24:01,115.74,1.25,1.0,1.29,56.88,Tidak Stabil
2026-05-21 09:29:01,165.98,17.32,13.7,2.48,104.38,Tidak Stabil
2026-05-21 09:34:01,167.81,19.71,9.66,1.2,54.87,Tidak Stabil
2026-05-21 09:39:01,175.11,6.17,4.69,1.83,29.48,Tidak Stabil
2026-05-21 09:44:01,50.19,10.48,8.74,7.77,33.26,Tidak Stabil
2026-05-21 09:49:01,88.72,8.31,1.0,10.12,38.85,Tidak Stabil
2026-05-21 09:54:01,110.0,5.57,2.27,10.06,87.17,Tidak Stabil
2026-05-21 09:59:01,41.38,31.68,20.83,0.0,16.15,Stabil
2026-05-21 10:04:01,14.93,40.26,20.19,0.1,16.08,Stabil
2026-05-21 10:09:01,40.95,19.52,13.6,0.0,5.01,Stabil
2026-05-21 10:14:01,43.51,20.44,27.66,0.0,10.41,Stabil
2026-05-21 10:19:01,31.58,32.04,19.03,0.0,4.03,Stabil
2026-05-21 10:24:01,49.94,31.04,21.4,0.0,13.53,Stabil
2026-05-21 10:29:01,41.07,21.59,7.27,0.0,12.46,Stabil
2026-05-21 10:34:01,30.12,38.47,8.93,0.0,6.97,Stabil
2026-05-21 10:39:01,43.07,24.1,6.95,0.0,15.24,Stabil
2026-05-21 10:44:01,34.16,37.3,14.28,0.0,8.78,Stabil
2026-05-21 10:49:01,57.85,25.49,14.75,0.0,9.09,Stabil
2026-05-21 10:54:01,36.6,38.15,23.62,0.0,6.63,Stabil
2026-05-21 10:59:01,43.2,33.11,18.76,0.0,17.29,Stabil
2026-05-21 11:04:01,45.29,37.92,11.81,0.2,8.84,Stabil
2026-05-21 11:09:01,12.77,30.26,19.85,0.1,9.59,Stabil
2026-05-21 11:14:01,45.31,18.99,27.64,0.0,17.96,Stabil
2026-05-21 11:19:01,28.28,38.91,18.04,0.0,10.21,Stabil
2026-05-21 11:24:01,32.71,15.64,5.0,0.0,14.98,Stabil
2026-05-21 11:29:01,36.85,31.5,28.57,0.0,9.39,Stabil
2026-05-21 11:34:01,22.72,44.18,21.16,0.0,4.23,Stabil
2026-05-21 11:39:01,16.25,25.99,29.37,0.0,17.11,Stabil
2026-05-21 11:44:01,42.3,28.95,16.95,0.0,3.91,Stabil
2026-05-21 11:49:01,52.92,16.59,15.11,0.5,10.89,Stabil
2026-05-21 11:54:01,89.96,3.57,0.28,1.72,47.17,Tidak Stabil
2026-05-21 11:59:01,146.36,7.67,8.48,7.19,21.02,Tidak Stabil
2026-05-21 12:04:01,125.93,17.77,9.96,7.0,43.88,Tidak Stabil
2026-05-21 12:09:01,105.38,22.05,11.62,1.61,49.04,Tidak Stabil
2026-05-21 12:14:01,150.45,31.71,9.37,3.13,35.26,Tidak Stabil
2026-05-21 12:19:01,172.84,18.25,3.13,0.0,44.4,Tidak Stabil
2026-05-21 12:24:01,103.85,3.28,0.78,0.0,38.88,Tidak Stabil
2026-05-21 12:29:01,126.02,29.28,8.78,1.02,76.04,Tidak Stabil
2026-05-21 12:34:01,193.04,2.22,1.48,9.33,84.11,Tidak Stabil
2026-05-21 12:39:01,144.12,18.77,5.38,8.5,53.87,Tidak Stabil
2026-05-21 12:44:01,174.75,17.41,8.67,1.01,71.65,Tidak Stabil
2026-05-21 12:49:01,99.29,2.0,1.65,4.37,64.74,Tidak Stabil
2026-05-21 12:54:01,227.85,4.82,1.48,6.14,37.9,Tidak Stabil
2026-05-21 12:59:01,113.86,3.48,1.85,3.07,96.01,Tidak Stabil
2026-05-21 13:04:01,205.39,3.59,3.02,11.96,112.11,Tidak Stabil
2026-05-21 13:09:01,157.85,7.35,0.1,11.51,66.38,Tidak Stabil
2026-05-21 13:14:01,126.25,22.23,9.53,1.65,50.94,Tidak Stabil
2026-05-21 13:19:01,82.25,2.05,3.4,2.82,18.0,Tidak Stabil
2026-05-21 13:24:01,219.94,2.78,3.55,7.01,69.82,Tidak Stabil
2026-05-21 13:29:01,105.55,15.2,1.49,1.58,32.53,Tidak Stabil
2026-05-21 13:34:01,169.31,18.67,13.11,2.12,42.39,Tidak Stabil
2026-05-21 13:39:01,40.0,6.99,5.79,8.38,20.0,Tidak Stabil
2026-05-21 13:44:01,135.98,6.63,3.24,13.41,107.77,Tidak Stabil
2026-05-21 13:49:01,193.07,5.66,0.1,14.18,35.0,Tidak Stabil
2026-05-21 13:54:01,130.65,6.4,1.43,8.0,112.89,Tidak Stabil
2026-05-21 13:59:01,117.73,5.29,1.1,0.93,25.76,Tidak Stabil
2026-05-21 14:04:01,76.26,4.89,0.46,1.29,38.75,Tidak Stabil
2026-05-21 14:09:01,228.74,6.2,0.1,4.58,78.06,Tidak Stabil
2026-05-21 14:14:01,188.75,4.2,4.1,10.26,92.59,Tidak Stabil
2026-05-21 14:19:01,40.0,12.17,10.92,5.07,22.92,Tidak Stabil
2026-05-21 14:24:01,151.64,2.0,1.0,1.36,93.16,Tidak Stabil
2026-05-21 14:29:01,200.85,16.12,11.43,0.84,81.78,Tidak Stabil
2026-05-21 14:34:01,185.28,17.1,11.86,1.3,66.32,Tidak Stabil
2026-05-21 14:39:01,162.97,7.37,4.34,3.41,92.49,Tidak Stabil
2026-05-21 14:44:01,140.61,19.91,3.73,2.16,72.02,Tidak Stabil
2026-05-21 14:49:01,172.43,5.29,1.46,9.65,126.89,Tidak Stabil
2026-05-21 14:54:01,110.0,0.2,3.84,10.63,120.83,Tidak Stabil
2026-05-21 14:59:01,176.39,9.01,2.74,1.59,33.33,Tidak Stabil
2026-05-21 15:04:01,112.23,26.89,10.38,3.16,60.14,Tidak Stabil
2026-05-21 15:09:01,250.81,7.69,14.96,2.98,70.38,Tidak Stabil
2026-05-21 15:14:01,218.13,23.61,13.72,1.97,90.55,Tidak Stabil
2026-05-21 15:19:01,150.61,4.48,3.41,12.1,72.11,Tidak Stabil
2026-05-21 15:24:01,122.61,18.07,3.83,9.33,25.25,Tidak Stabil
2026-05-21 15:29:01,22.29,30.34,21.47,0.5,11.08,Stabil
2026-05-21 15:34:01,45.37,23.28,22.5,0.0,8.63,Stabil
2026-05-21 15:39:01,32.64,22.22,24.76,0.0,6.79,Stabil
2026-05-21 15:44:01,48.52,40.99,27.92,0.0,7.33,Stabil
2026-05-21 15:49:01,19.04,18.63,10.61,0.0,8.78,Stabil
2026-05-21 15:54:01,34.49,44.93,14.94,0.1,10.97,Stabil
2026-05-21 15:59:01,37.4,32.77,16.25,0.0,11.14,Stabil
2026-05-21 16:04:01,47.69,14.07,23.83,0.0,2.98,Stabil
2026-05-21 16:09:01,40.34,35.68,14.12,0.0,4.38,Stabil
2026-05-21 16:14:01,45.81,10.0,10.08,0.0,16.46,Stabil
2026-05-21 16:19:01,12.68,26.97,16.34,0.0,9.32,Stabil
2026-05-21 16:24:01,37.68,27.44,26.16,0.0,12.12,Stabil
2026-05-21 16:29:01,17.23,31.79,23.68,0.0,1.0,Stabil
2026-05-21 16:34:01,37.09,22.93,14.3,0.0,14.23,Stabil
2026-05-21 16:39:01,46.81,35.22,14.09,0.0,13.9,Stabil
2026-05-21 16:44:01,53.15,25.01,20.22,0.0,5.98,Stabil
2026-05-21 16:49:01,30.46,21.67,20.36,0.0,12.8,Stabil
2026-05-21 16:54:01,14.78,28.79,18.8,0.0,1.0,Stabil
2026-05-21 16:59:01,30.8,23.53,17.25,0.2,13.76,Stabil
2026-05-21 17:04:01,35.2,30.01,23.56,0.0,6.62,Stabil
2026-05-21 17:09:01,46.99,22.44,9.78,0.0,8.48,Stabil
2026-05-21 17:14:01,25.99,30.98,12.56,0.0,6.37,Stabil
2026-05-21 17:19:01,46.77,35.74,15.68,0.0,7.5,Stabil
2026-05-21 17:24:01,30.86,19.29,18.73,0.0,8.97,Stabil
2026-05-21 17:29:01,22.42,29.21,21.88,0.0,5.3,Stabil
2026-05-21 17:34:01,5.51,31.55,28.34,0.0,1.0,Stabil
2026-05-21 17:39:01,36.6,29.5,20.94,0.0,2.6,Stabil
2026-05-21 17:44:01,29.43,20.45,18.87,0.0,14.37,Stabil
2026-05-21 17:49:01,35.77,19.53,6.1,0.0,12.86,Stabil
2026-05-21 17:54:01,24.39,28.6,11.99,0.0,18.0,Stabil
2026-05-21 17:59:01,34.95,40.75,18.25,0.0,18.92,Stabil
2026-05-21 18:04:01,43.64,39.2,25.67,0.2,12.55,Stabil
2026-05-21 18:09:01,52.68,12.93,16.58,0.0,6.53,Stabil
2026-05-21 18:14:01,35.76,38.1,23.55,0.0,9.59,Stabil
2026-05-21 18:19:01,34.01,24.28,15.57,0.0,19.11,Stabil
2026-05-21 18:24:01,17.28,34.53,14.19,0.0,12.3,Stabil
2026-05-21 18:29:01,50.3,31.88,22.05,0.0,14.44,Stabil
2026-05-21 18:34:01,180.04,13.58,9.35,0.92,78.94,Tidak Stabil
2026-05-21 18:39:01,147.54,8.1,12.0,5.49,35.2,Tidak Stabil
2026-05-21 18:44:01,128.42,14.2,14.29,0.18,44.49,Tidak Stabil
2026-05-21 18:49:01,142.25,16.34,11.32,2.23,48.46,Tidak Stabil
2026-05-21 18:54:01,80.37,4.33,1.91,0.0,18.0,Tidak Stabil
2026-05-21 18:59:01,103.42,3.63,2.11,0.96,57.11,Tidak Stabil
2026-05-21 19:04:01,179.37,8.36,7.1,10.56,20.0,Tidak Stabil
2026-05-21 19:09:01,148.6,14.81,11.04,2.5,71.07,Tidak Stabil
2026-05-21 19:14:01,199.3,5.5,3.94,10.41,112.87,Tidak Stabil
2026-05-21 19:19:01,141.53,2.71,3.37,3.36,117.32,Tidak Stabil
2026-05-21 19:24:01,318.74,1.78,0.25,6.84,116.45,Tidak Stabil
2026-05-21 19:29:01,175.98,15.49,5.31,1.03,63.76,Tidak Stabil
2026-05-21 19:34:01,71.58,0.99,1.15,0.11,45.78,Tidak Stabil
2026-05-21 19:39:01,226.61,13.4,20.14,1.62,61.03,Tidak Stabil
2026-05-21 19:44:01,141.82,5.82,1.97,11.71,59.24,Tidak Stabil
2026-05-21 19:49:01,105.18,0.39,2.62,0.0,34.91,Tidak Stabil
2026-05-21 19:54:01,102.44,11.97,3.15,12.55,32.55,Tidak Stabil
2026-05-21 19:59:01,147.86,12.15,8.6,0.41,61.43,Tidak Stabil
2026-05-21 20:04:01,131.41,2.59,1.35,0.0,27.4,Tidak Stabil
2026-05-21 20:09:01,282.53,1.58,4.62,10.08,85.13,Tidak Stabil
2026-05-21 20:14:01,145.83,11.78,3.91,6.7,38.84,Tidak Stabil
2026-05-21 20:19:01,183.56,18.69,4.61,0.35,52.17,Tidak Stabil
2026-05-21 20:24:01,172.62,2.84,2.36,2.51,85.96,Tidak Stabil
2026-05-21 20:29:01,208.62,25.65,10.47,2.45,41.46,Tidak Stabil
2026-05-21 20:34:01,44.97,13.58,7.74,6.8,51.4,Tidak Stabil
2026-05-21 20:39:01,100.82,11.45,2.79,6.67,55.77,Tidak Stabil
2026-05-21 20:44:01,215.33,0.2,5.36,7.09,70.35,Tidak Stabil
2026-05-21 20:49:01,80.7,2.05,3.63,3.15,29.69,Tidak Stabil
2026-05-21 20:54:01,135.76,18.05,8.32,1.64,58.73,Tidak Stabil
2026-05-21 20:59:01,129.41,2.0,8.9,3.08,76.65,Tidak Stabil
2026-05-21 21:04:01,125.67,18.73,11.48,1.27,76.41,Tidak Stabil
2026-05-21 21:09:01,140.9,6.39,0.92,1.27,60.66,Tidak Stabil
2026-05-21 21:14:01,184.33,5.34,2.26,13.23,64.56,Tidak Stabil
2026-05-21 21:19:01,110.72,13.03,7.99,5.43,52.95,Tidak Stabil
2026-05-21 21:24:01,63.83,1.55,0.1,2.18,18.0,Tidak Stabil
2026-05-21 21:29:01,155.15,4.02,3.13,1.25,31.3,Tidak Stabil
2026-05-21 21:34:01,124.58,19.37,4.88,1.89,63.32,Tidak Stabil
2026-05-21 21:39:01,225.31,17.11,14.88,0.03,53.63,Tidak Stabil
2026-05-21 21:44:01,239.68,1.66,2.68,10.17,64.85,Tidak Stabil
2026-05-21 21:49:01,36.02,1.2,1.77,1.81,18.0,Tidak Stabil
2026-05-21 21:54:01,54.84,29.05,8.59,0.0,10.5,Stabil
2026-05-21 21:59:01,25.62,36.24,12.24,0.0,11.98,Stabil
2026-05-21 22:04:01,60.76,33.11,35.08,0.0,7.66,Stabil
2026-05-21 22:09:01,33.01,22.12,21.6,0.1,12.86,Stabil
2026-05-21 22:14:01,35.59,22.78,17.18,0.2,9.1,Stabil
2026-05-21 22:19:01,59.36,27.84,17.22,0.0,6.6,Stabil
2026-05-21 22:24:01,29.12,21.4,19.12,0.5,7.31,Stabil
2026-05-21 22:29:01,37.02,29.05,21.75,0.0,23.21,Stabil
2026-05-21 22:34:01,28.1,31.68,12.62,0.0,15.98,Stabil
2026-05-21 22:39:01,26.51,33.66,22.06,0.0,13.01,Stabil
2026-05-21 22:44:01,23.48,39.57,16.06,0.0,12.51,Stabil
2026-05-21 22:49:01,48.13,30.58,5.0,0.1,12.23,Stabil
2026-05-21 22:54:01,27.25,26.13,26.69,0.0,8.6,Stabil
2026-05-21 22:59:01,60.94,40.58,16.89,0.0,11.86,Stabil
2026-05-21 23:04:01,5.02,21.35,22.76,0.0,16.62,Stabil
2026-05-21 23:09:01,39.31,27.67,22.21,0.0,5.35,Stabil
2026-05-21 23:14:01,33.52,38.74,23.24,0.0,13.68,Stabil
2026-05-21 23:19:01,43.64,42.49,15.37,0.0,9.36,Stabil
2026-05-21 23:24:01,12.76,27.96,18.2,0.0,3.48,Stabil
2026-05-21 23:29:01,42.4,16.25,17.62,0.1,14.68,Stabil
2026-05-21 23:34:01,34.18,20.66,8.64,0.0,19.27,Stabil
2026-05-21 23:39:01,23.43,21.9,23.45,0.0,11.71,Stabil
2026-05-21 23:44:01,41.04,27.04,17.06,0.0,14.68,Stabil
2026-05-21 23:49:01,52.66,26.64,12.35,0.0,2.72,Stabil
2026-05-21 23:54:01,44.17,18.94,8.56,0.0,10.32,Stabil
2026-05-21 23:59:01,30.05,36.34,16.51,0.0,13.26,Stabil
2026-05-22 00:04:01,33.59,31.2,10.98,0.0,15.16,Stabil
